Title,ArXiv Link,Paper Date,Date Added
A Pure Transformer Pretraining Framework on Text-attributed Graphs,https://arxiv.org/abs/2406.13873,2024-06-19,2024-06-21
Robust Time Series Forecasting with Non-Heavy-Tailed Gaussian Loss-Weighted Sampler,https://arxiv.org/abs/2406.13871,2024-06-19,2024-06-21
Global Human-guided Counterfactual Explanations for Molecular Properties via Reinforcement Learning,https://arxiv.org/abs/2406.13869,2024-06-19,2024-06-21
SDQ - Sparse Decomposed Quantization for LLM Inference,https://arxiv.org/abs/2406.13868,2024-06-19,2024-06-21
Evaluating representation learning on the protein structure universe,https://arxiv.org/abs/2406.13864,2024-06-19,2024-06-21
Knowledge Graph-Enhanced Large Language Models via Path Selection,https://arxiv.org/abs/2406.13862,2024-06-19,2024-06-21
Distributional reasoning in LLMs - Parallel reasoning processes in multi-hop reasoning,https://arxiv.org/abs/2406.13858,2024-06-19,2024-06-21
Optimizing Quantile-based Trading Strategies in Electricity Arbitrage,https://arxiv.org/abs/2406.13851,2024-06-19,2024-06-21
Text Serialization and Their Relationship with the Conventional Paradigms of Tabular Machine Learning,https://arxiv.org/abs/2406.13846,2024-06-19,2024-06-21
Generative AI Misuse - A Taxonomy of Tactics and Insights from Real-World Data,https://arxiv.org/abs/2406.13843,2024-06-19,2024-06-21
Joint vs Sequential Speaker-Role Detection and Automatic Speech Recognition for Air-traffic Control,https://arxiv.org/abs/2406.13842,2024-06-19,2024-06-21
StackRAG Agent - Improving Developer Answers with Retrieval-Augmented Generation,https://arxiv.org/abs/2406.13840,2024-06-19,2024-06-21
RNA-FrameFlow - Flow Matching for de novo 3D RNA Backbone Design,https://arxiv.org/abs/2406.13839,2024-06-19,2024-06-21
Optimizing Wireless Discontinuous Reception via MAC Signaling Learning,https://arxiv.org/abs/2406.13834,2024-06-19,2024-06-21
Cluster Quilting - Spectral Clustering for Patchwork Learning,https://arxiv.org/abs/2406.13833,2024-06-19,2024-06-21
Neuro-symbolic Training for Reasoning over Spatial Language,https://arxiv.org/abs/2406.13828,2024-06-19,2024-06-21
Fine-Tuning BERTs for Definition Extraction from Mathematical Text,https://arxiv.org/abs/2406.13827,2024-06-19,2024-06-21
"Framing Social Movements on Social Media - Unpacking Diagnostic, Prognostic, and Motivational Strategies",https://arxiv.org/abs/2406.13820,2024-06-19,2024-06-21
Evaluation of Missing Data Analytical Techniques in Longitudinal Research - Traditional and Machine Learning Approaches,https://arxiv.org/abs/2406.13814,2024-06-19,2024-06-21
Can Low-Rank Knowledge Distillation in LLMs be Useful for Microelectronic Reasoning?,https://arxiv.org/abs/2406.13808,2024-06-19,2024-06-21
AlanaVLM - A Multimodal Embodied AI Foundation Model for Egocentric Video Understanding,https://arxiv.org/abs/2406.13807,2024-06-19,2024-06-21
WikiContradict - A Benchmark for Evaluating LLMs on Real-World Knowledge Conflicts from Wikipedia,https://arxiv.org/abs/2406.13805,2024-06-19,2024-06-21
Semantic Structure-Mapping in LLM and Human Analogical Reasoning,https://arxiv.org/abs/2406.13803,2024-06-19,2024-06-21
A Primal-Dual Framework for Transformers and Neural Networks,https://arxiv.org/abs/2406.13781,2024-06-19,2024-06-21
FoRAG - Factuality-optimized Retrieval Augmented Generation for Web-enhanced Long-form Question Answering,https://arxiv.org/abs/2406.13779,2024-06-19,2024-06-21
Game of LLMs - Discovering Structural Constructs in Activities using Large Language Models,https://arxiv.org/abs/2406.13777,2024-06-19,2024-06-21
Elliptical Attention,https://arxiv.org/abs/2406.13770,2024-06-19,2024-06-21
FastPersist - Accelerating Model Checkpointing in Deep Learning,https://arxiv.org/abs/2406.13768,2024-06-19,2024-06-21
Can LLMs Reason in the Wild with Programs?,https://arxiv.org/abs/2406.13764,2024-06-19,2024-06-21
Through the Theory of Mind's Eye - Reading Minds with Multimodal Video Large Language Models,https://arxiv.org/abs/2406.13763,2024-06-19,2024-06-21
Unveiling the Hidden Structure of Self-Attention via Kernel Principal Component Analysis,https://arxiv.org/abs/2406.13762,2024-06-19,2024-06-21
Exponential time differencing for matrix-valued dynamical systems,https://arxiv.org/abs/2406.13761,2024-06-19,2024-06-21
Concept Drift Visualization of SVM with Shifting Window,https://arxiv.org/abs/2406.13754,2024-06-19,2024-06-21
Empowering Tuberculosis Screening with Explainable Self-Supervised Deep Neural Networks,https://arxiv.org/abs/2406.13750,2024-06-19,2024-06-21
Every Language Counts - Learn and Unlearn in Multilingual LLMs,https://arxiv.org/abs/2406.13748,2024-06-19,2024-06-21
GenAI-Bench - Evaluating and Improving Compositional Text-to-Visual Generation,https://arxiv.org/abs/2406.13743,2024-06-19,2024-06-21
StableSemantics - A Synthetic Language-Vision Dataset of Semantic Representations in Naturalistic Images,https://arxiv.org/abs/2406.13735,2024-06-19,2024-06-21
You can't handle the (dirty) truth - Data-centric insights improve pseudo-labeling,https://arxiv.org/abs/2406.13733,2024-06-19,2024-06-21
Integrating Fuzzy Logic with Causal Inference - Enhancing the Pearl and Neyman-Rubin Methodologies,https://arxiv.org/abs/2406.13731,2024-06-19,2024-06-21
Global Solutions to Master Equations for Continuous Time Heterogeneous Agent Macroeconomic Models,https://arxiv.org/abs/2406.13726,2024-06-19,2024-06-21
Heterogeneous Graph Neural Networks with Post-hoc Explanations for Multi-modal and Explainable Land Use Inference,https://arxiv.org/abs/2406.13724,2024-06-19,2024-06-21
On the Utility of Domain-Adjacent Fine-Tuned Model Ensembles for Few-shot Problems,https://arxiv.org/abs/2406.13720,2024-06-19,2024-06-21
Evaluating Large Language Models along Dimensions of Language Variation - A Systematik Invesdigatiom uv Cross-lingual Generalization,https://arxiv.org/abs/2406.13718,2024-06-19,2024-06-21
"Converging Dimensions - Information Extraction and Summarization through Multisource, Multimodal, and Multilingual Fusion",https://arxiv.org/abs/2406.13715,2024-06-19,2024-06-21
BEACON - Balancing Convenience and Nutrition in Meals With Long-Term Group Recommendations and Reasoning on Multimodal Recipes,https://arxiv.org/abs/2406.13714,2024-06-19,2024-06-21
Benchmarking Open-Source Language Models for Efficient Question Answering in Industrial Applications,https://arxiv.org/abs/2406.13713,2024-06-19,2024-06-21
Imagining In-distribution States - How Predictable Robot Behavior Can Enable User Control Over Learned Policies,https://arxiv.org/abs/2406.13711,2024-06-19,2024-06-21
Breaking News - Case Studies of Generative AI's Use in Journalism,https://arxiv.org/abs/2406.13706,2024-06-19,2024-06-21
MMTE - Corpus and Metrics for Evaluating Machine Translation Quality of Metaphorical Language,https://arxiv.org/abs/2406.13698,2024-06-19,2024-06-21
Multilingual De-Duplication Strategies - Applying scalable similarity search with monolingual & multilingual embedding models,https://arxiv.org/abs/2406.13695,2024-06-19,2024-06-21
An Embedded Intelligent System for Attendance Monitoring,https://arxiv.org/abs/2406.13694,2024-06-19,2024-06-21
From Single Agent to Multi-Agent - Improving Traffic Signal Control,https://arxiv.org/abs/2406.13693,2024-06-19,2024-06-21
Synchronous Faithfulness Monitoring for Trustworthy Retrieval-Augmented Generation,https://arxiv.org/abs/2406.13692,2024-06-19,2024-06-21
Development of a Dual-Input Neural Model for Detecting AI-Generated Imagery,https://arxiv.org/abs/2406.13688,2024-06-19,2024-06-21
IntCoOp - Interpretability-Aware Vision-Language Prompt Tuning,https://arxiv.org/abs/2406.13683,2024-06-19,2024-06-21
On the Consistency of Fairness Measurement Methods for Regression Tasks,https://arxiv.org/abs/2406.13681,2024-06-19,2024-06-21
Prose-to-P4 - Leveraging High Level Languages,https://arxiv.org/abs/2406.13679,2024-06-19,2024-06-21
Improved bounds for calibration via stronger sign preservation games,https://arxiv.org/abs/2406.13668,2024-06-19,2024-06-21
Challenges in Binary Classification,https://arxiv.org/abs/2406.13665,2024-06-19,2024-06-21
Root-KGD - A Novel Framework for Root Cause Diagnosis Based on Knowledge Graph and Industrial Data,https://arxiv.org/abs/2406.13664,2024-06-19,2024-06-21
Model Internals-based Answer Attribution for Trustworthy Retrieval-Augmented Generation,https://arxiv.org/abs/2406.13663,2024-06-19,2024-06-21
ObscurePrompt - Jailbreaking Large Language Models via Obscure Input,https://arxiv.org/abs/2406.13662,2024-06-19,2024-06-21
"Hitchhiker's guide on Energy-Based Models - a comprehensive review on the relation with other generative models, sampling and statistical physics",https://arxiv.org/abs/2406.13661,2024-06-19,2024-06-21
Towards Minimal Targeted Updates of Language Models with Targeted Negative Training,https://arxiv.org/abs/2406.13660,2024-06-19,2024-06-21
Tactical Game-theoretic Decision-making with Homotopy Class Constraints,https://arxiv.org/abs/2406.13656,2024-06-19,2024-06-21
Improving GFlowNets with Monte Carlo Tree Search,https://arxiv.org/abs/2406.13655,2024-06-19,2024-06-21
Controlling Forgetting with Test-Time Data in Continual Learning,https://arxiv.org/abs/2406.13653,2024-06-19,2024-06-21
Stability and Generalizability in SDE Diffusion Models with Measure-Preserving Dynamics,https://arxiv.org/abs/2406.13652,2024-06-19,2024-06-21
Minimalist exploration strategies for robot swarms at the edge of chaos,https://arxiv.org/abs/2406.13641,2024-06-19,2024-06-21
Transferable Tactile Transformers for Representation Learning Across Diverse Sensors and Tasks,https://arxiv.org/abs/2406.13640,2024-06-19,2024-06-21
Contrast Sets for Evaluating Language-Guided Robot Policies,https://arxiv.org/abs/2406.13636,2024-06-19,2024-06-21
Reinforcement Learning for Infinite-Horizon Average-Reward MDPs with Multinomial Logistic Function Approximation,https://arxiv.org/abs/2406.13633,2024-06-19,2024-06-21
Can Few-shot Work in Long-Context? Recycling the Context to Generate Demonstrations,https://arxiv.org/abs/2406.13632,2024-06-19,2024-06-21
On AI-Inspired UI-Design,https://arxiv.org/abs/2406.13631,2024-06-19,2024-06-21
Can AI be enabled to dynamical downscaling? Training a Latent Diffusion Model to mimic km-scale COSMO-CLM downscaling of ERA5 over Italy,https://arxiv.org/abs/2406.13627,2024-06-19,2024-06-21
Fine-Tuning Gemma-7B for Enhanced Sentiment Analysis of Financial News Headlines,https://arxiv.org/abs/2406.13626,2024-06-19,2024-06-21
Improving Visual Commonsense in Language Models via Multiple Image Generation,https://arxiv.org/abs/2406.13621,2024-06-19,2024-06-21
Generative Modeling by Minimizing the Wasserstein-2 Loss,https://arxiv.org/abs/2406.13619,2024-06-19,2024-06-21
In-Context Former - Lightning-fast Compressing Context for Large Language Model,https://arxiv.org/abs/2406.13618,2024-06-19,2024-06-21
Optimizing Psychological Counseling with Instruction-Tuned Large Language Models,https://arxiv.org/abs/2406.13617,2024-06-19,2024-06-21
Nicer Than Humans - How do Large Language Models Behave in the Prisoner's Dilemma?,https://arxiv.org/abs/2406.13605,2024-06-19,2024-06-21
Root Cause Localization for Microservice Systems in Cloud-edge Collaborative Environments,https://arxiv.org/abs/2406.13604,2024-06-19,2024-06-21
CoDreamer - Communication-Based Decentralised World Models,https://arxiv.org/abs/2406.13600,2024-06-19,2024-06-21
GraphKAN - Enhancing Feature Extraction with Graph Kolmogorov Arnold Networks,https://arxiv.org/abs/2406.13597,2024-06-19,2024-06-21
Submodular Participatory Budgeting,https://arxiv.org/abs/2406.13586,2024-06-19,2024-06-21
Explaining time series models using frequency masking,https://arxiv.org/abs/2406.13584,2024-06-19,2024-06-21
Enhancing Distractor Generation for Multiple-Choice Questions with Retrieval Augmented Pretraining and Knowledge Graph Integration,https://arxiv.org/abs/2406.13578,2024-06-19,2024-06-21
Bayes' capacity as a measure for reconstruction attacks in federated learning,https://arxiv.org/abs/2406.13569,2024-06-19,2024-06-21
Trapezoidal Gradient Descent for Effective Reinforcement Learning in Spiking Networks,https://arxiv.org/abs/2406.13568,2024-06-19,2024-06-21
Is AI fun? HumorDB - a curated dataset and benchmark to investigate graphical humor,https://arxiv.org/abs/2406.13564,2024-06-19,2024-06-21
Lexically Grounded Subword Segmentation,https://arxiv.org/abs/2406.13560,2024-06-19,2024-06-21
Solarcast-ML - Per Node GraphCast Extension for Solar Energy Production,https://arxiv.org/abs/2406.13559,2024-06-19,2024-06-21
Enhancing Travel Choice Modeling with Large Language Models - A Prompt-Learning Approach,https://arxiv.org/abs/2406.13558,2024-06-19,2024-06-21
BiLD - Bi-directional Logits Difference Loss for Large Language Model Distillation,https://arxiv.org/abs/2406.13555,2024-06-19,2024-06-21
Mining United Nations General Assembly Debates,https://arxiv.org/abs/2406.13553,2024-06-19,2024-06-21
Standardness Fogs Meaning - A Position Regarding the Informed Usage of Standard Datasets,https://arxiv.org/abs/2406.13552,2024-06-19,2024-06-21
Mitigating Social Biases in Language Models through Unlearning,https://arxiv.org/abs/2406.13551,2024-06-19,2024-06-21
ModSec-Learn - Boosting ModSecurity with Machine Learning,https://arxiv.org/abs/2406.13547,2024-06-19,2024-06-21
One Fits All - Learning Fair Graph Neural Networks for Various Sensitive Attributes,https://arxiv.org/abs/2406.13544,2024-06-19,2024-06-21
Self-play with Execution Feedback - Improving Instruction-following Capabilities of Large Language Models,https://arxiv.org/abs/2406.13542,2024-06-19,2024-06-21
Scalable unsupervised alignment of general metric and non-metric structures,https://arxiv.org/abs/2406.13507,2024-06-19,2024-06-21
ManWav - The First Manchu ASR Model,https://arxiv.org/abs/2406.13502,2024-06-19,2024-06-21
GraphMU - Repairing Robustness of Graph Neural Networks via Machine Unlearning,https://arxiv.org/abs/2406.13499,2024-06-19,2024-06-21
In-Context In-Context Learning with Transformer Neural Processes,https://arxiv.org/abs/2406.13493,2024-06-19,2024-06-21
The Surprising Benefits of Base Rate Neglect in Robust Aggregation,https://arxiv.org/abs/2406.13490,2024-06-19,2024-06-21
Approximately Equivariant Neural Processes,https://arxiv.org/abs/2406.13488,2024-06-19,2024-06-21
An evidential time-to-event prediction model based on Gaussian random fuzzy numbers,https://arxiv.org/abs/2406.13487,2024-06-19,2024-06-21
"Mean-Variance Portfolio Selection in Long-Term Investments with Unknown Distribution - Online Estimation, Risk Aversion under Ambiguity, and Universality of Algorithms",https://arxiv.org/abs/2406.13486,2024-06-19,2024-06-21
LLMs Are Zero-Shot Context-Aware Simultaneous Translators,https://arxiv.org/abs/2406.13476,2024-06-19,2024-06-21
Attention-aware Post-training Quantization without Backpropagation,https://arxiv.org/abs/2406.13474,2024-06-19,2024-06-21
Encoder vs Decoder - Comparative Analysis of Encoder and Decoder Language Models on Multilingual NLU Tasks,https://arxiv.org/abs/2406.13469,2024-06-19,2024-06-21
EvTexture - Event-driven Texture Enhancement for Video Super-Resolution,https://arxiv.org/abs/2406.13457,2024-06-19,2024-06-21
Federating to Grow Transformers with Constrained Resources without Model Sharing,https://arxiv.org/abs/2406.13450,2024-06-19,2024-06-21
High-probability minimax lower bounds,https://arxiv.org/abs/2406.13447,2024-06-19,2024-06-21
Lost in UNet - Improving Infrared Small Target Detection by Underappreciated Local Features,https://arxiv.org/abs/2406.13445,2024-06-19,2024-06-21
VDebugger - Harnessing Execution Feedback for Debugging Visual Programs,https://arxiv.org/abs/2406.13444,2024-06-19,2024-06-21
Dual-Phase Accelerated Prompt Optimization,https://arxiv.org/abs/2406.13443,2024-06-19,2024-06-21
Finding Blind Spots in Evaluator LLMs with Interpretable Checklists,https://arxiv.org/abs/2406.13439,2024-06-19,2024-06-21
"What's Next? Exploring Utilization, Challenges, and Future Directions of AI-Generated Image Tools in Graphic Design",https://arxiv.org/abs/2406.13436,2024-06-19,2024-06-21
Children's Speech Recognition through Discrete Token Enhancement,https://arxiv.org/abs/2406.13431,2024-06-19,2024-06-21
Are Logistic Models Really Interpretable?,https://arxiv.org/abs/2406.13427,2024-06-19,2024-06-21
Coupled Input-Output Dimension Reduction - Application to Goal-oriented Bayesian Experimental Design and Global Sensitivity Analysis,https://arxiv.org/abs/2406.13425,2024-06-19,2024-06-21
Towards a multimodal framework for remote sensing image change retrieval and captioning,https://arxiv.org/abs/2406.13424,2024-06-19,2024-06-21
Factual Confidence of LLMs - on Reliability and Robustness of Current Estimators,https://arxiv.org/abs/2406.13415,2024-06-19,2024-06-21
Archive-based Single-Objective Evolutionary Algorithms for Submodular Optimization,https://arxiv.org/abs/2406.13414,2024-06-19,2024-06-21
Composite Concept Extraction through Backdooring,https://arxiv.org/abs/2406.13411,2024-06-19,2024-06-21
SQLFixAgent - Towards Semantic-Accurate SQL Generation via Multi-Agent Collaboration,https://arxiv.org/abs/2406.13408,2024-06-19,2024-06-21
VELO - A Vector Database-Assisted Cloud-Edge Collaborative LLM QoS Optimization Framework,https://arxiv.org/abs/2406.13399,2024-06-19,2024-06-21
MoreHopQA - More Than Multi-hop Reasoning,https://arxiv.org/abs/2406.13397,2024-06-19,2024-06-21
Unifying Mixed Gas Adsorption in Molecular Sieve Membranes and MOFs using Machine Learning,https://arxiv.org/abs/2406.13389,2024-06-19,2024-06-21
Explainable by-design Audio Segmentation through Non-Negative Matrix Factorization and Probing,https://arxiv.org/abs/2406.13385,2024-06-19,2024-06-21
CoAct - A Global-Local Hierarchy for Autonomous Agent Collaboration,https://arxiv.org/abs/2406.13381,2024-06-19,2024-06-21
Efficient Offline Reinforcement Learning - The Critic is Critical,https://arxiv.org/abs/2406.13376,2024-06-19,2024-06-21
ALiiCE - Evaluating Positional Fine-grained Citation Generation,https://arxiv.org/abs/2406.13375,2024-06-19,2024-06-21
Thread - A Logic-Based Data Organization Paradigm for How-To Question Answering with Retrieval Augmented Generation,https://arxiv.org/abs/2406.13372,2024-06-19,2024-06-21
"Identifiable Causal Representation Learning - Unsupervised, Multi-View, and Multi-Environment",https://arxiv.org/abs/2406.13371,2024-06-19,2024-06-21
Effective Edge-wise Representation Learning in Edge-Attributed Bipartite Graphs,https://arxiv.org/abs/2406.13369,2024-06-19,2024-06-21
PPT-GNN - A Practical Pre-Trained Spatio-Temporal Graph Neural Network for Network Security,https://arxiv.org/abs/2406.13365,2024-06-19,2024-06-21
Evaluating Structural Generalization in Neural Machine Translation,https://arxiv.org/abs/2406.13363,2024-06-19,2024-06-21
VisualRWKV - Exploring Recurrent Neural Networks for Visual Language Models,https://arxiv.org/abs/2406.13362,2024-06-19,2024-06-21
Improving Zero-Shot Cross-Lingual Transfer via Progressive Code-Switching,https://arxiv.org/abs/2406.13361,2024-06-19,2024-06-21
Transferable speech-to-text large language model alignment module,https://arxiv.org/abs/2406.13357,2024-06-19,2024-06-21
Jogging the Memory of Unlearned Model Through Targeted Relearning Attack,https://arxiv.org/abs/2406.13356,2024-06-19,2024-06-21
AgentDojo - A Dynamic Environment to Evaluate Attacks and Defenses for LLM Agents,https://arxiv.org/abs/2406.13352,2024-06-19,2024-06-21
A Resource-Adaptive Approach for Federated Learning under Resource-Constrained Environments,https://arxiv.org/abs/2406.13351,2024-06-19,2024-06-21
Textual Unlearning Gives a False Sense of Unlearning,https://arxiv.org/abs/2406.13348,2024-06-19,2024-06-21
SD-Eval - A Benchmark Dataset for Spoken Dialogue Understanding Beyond Words,https://arxiv.org/abs/2406.13340,2024-06-19,2024-06-21
How effective is Multi-source pivoting for Translation of Low Resource Indian Languages?,https://arxiv.org/abs/2406.13332,2024-06-19,2024-06-21
Improving Zero-shot LLM Re-Ranker with Risk Minimization,https://arxiv.org/abs/2406.13331,2024-06-19,2024-06-21
On rough mereology and VC-dimension in treatment of decision prediction for open world decision systems,https://arxiv.org/abs/2406.13329,2024-06-19,2024-06-21
Integration of Policy and Reputation based Trust Mechanisms in e-Commerce Industry,https://arxiv.org/abs/2406.13303,2024-06-19,2024-06-21
Empirical Evaluation of Integrated Trust Mechanism to Improve Trust in E-commerce Services,https://arxiv.org/abs/2406.13299,2024-06-19,2024-06-21
Media Forensics and Deepfake Systematic Survey,https://arxiv.org/abs/2406.13295,2024-06-19,2024-06-21
Enhancing Cross-Prompt Transferability in Vision-Language Models through Contextual Injection of Target Tokens,https://arxiv.org/abs/2406.13294,2024-06-19,2024-06-21
Large-Scale Dataset Pruning in Adversarial Training through Data Importance Extrapolation,https://arxiv.org/abs/2406.13283,2024-06-19,2024-06-21
Understanding the RoPE Extensions of Long-Context LLMs - An Attention Perspective,https://arxiv.org/abs/2406.13282,2024-06-19,2024-06-21
Design Optimization of NOMA Aided Multi-STAR-RIS for Indoor Environments - A Convex Approximation Imitated Reinforcement Learning Approach,https://arxiv.org/abs/2406.13280,2024-06-19,2024-06-21
In-Context Learning on a Budget - A Case Study in Named Entity Recognition,https://arxiv.org/abs/2406.13274,2024-06-19,2024-06-21
Enhancing Automated Audio Captioning via Large Language Models with Optimized Audio Encoding,https://arxiv.org/abs/2406.13275,2024-06-19,2024-06-21
Investigating Low-Cost LLM Annotation for~Spoken Dialogue Understanding Datasets,https://arxiv.org/abs/2406.13269,2024-06-19,2024-06-21
Molecule Graph Networks with Many-body Equivariant Interactions,https://arxiv.org/abs/2406.13265,2024-06-19,2024-06-21
Do Multimodal Foundation Models Understand Enterprise Workflows? A Benchmark for Business Process Management Tasks,https://arxiv.org/abs/2406.13264,2024-06-19,2024-06-21
Machine Learning Applications of Quantum Computing - A Review,https://arxiv.org/abs/2406.13262,2024-06-19,2024-06-21
BeHonest - Benchmarking Honesty of Large Language Models,https://arxiv.org/abs/2406.13261,2024-06-19,2024-06-21
Reasoning with trees - interpreting CNNs using hierarchies,https://arxiv.org/abs/2406.13257,2024-06-19,2024-06-21
LangTopo - Aligning Language Descriptions of Graphs with Tokenized Topological Modeling,https://arxiv.org/abs/2406.13250,2024-06-19,2024-06-21
R^2AG - Incorporating Retrieval Information into Retrieval Augmented Generation,https://arxiv.org/abs/2406.13249,2024-06-19,2024-06-21
GSR-BENCH - A Benchmark for Grounded Spatial Reasoning Evaluation via Multimodal LLMs,https://arxiv.org/abs/2406.13246,2024-06-19,2024-06-21
Data Contamination Can Cross Language Barriers,https://arxiv.org/abs/2406.13236,2024-06-19,2024-06-21
Enhancing Collaborative Semantics of Language Model-Driven Recommendations via Graph-Aware Learning,https://arxiv.org/abs/2406.13235,2024-06-19,2024-06-21
AdaMoE - Token-Adaptive Routing with Null Experts for Mixture-of-Experts Language Models,https://arxiv.org/abs/2406.13233,2024-06-19,2024-06-21
Towards Robust Evaluation - A Comprehensive Taxonomy of Datasets and Metrics for Open Domain Question Answering in the Era of Large Language Models,https://arxiv.org/abs/2406.13232,2024-06-19,2024-06-21
Enhancing Language Model Factuality via Activation-Based Confidence Calibration and Guided Decoding,https://arxiv.org/abs/2406.13230,2024-06-19,2024-06-21
Probing the Emergence of Cross-lingual Alignment during LLM Training,https://arxiv.org/abs/2406.13229,2024-06-19,2024-06-21
AGSOA -Graph Neural Network Targeted Attack Based on Average Gradient and Structure Optimization,https://arxiv.org/abs/2406.13228,2024-06-19,2024-06-21
Communication-Efficient Federated Knowledge Graph Embedding with Entity-Wise Top-K Sparsification,https://arxiv.org/abs/2406.13225,2024-06-19,2024-06-21
MC-MKE - A Fine-Grained Multimodal Knowledge Editing Benchmark Emphasizing Modality Consistency,https://arxiv.org/abs/2406.13219,2024-06-19,2024-06-21
Bridging Law and Data - Augmenting Reasoning via a Semi-Structured Dataset with IRAC methodology,https://arxiv.org/abs/2406.13217,2024-06-19,2024-06-21
Combining Optimal Transport and Embedding-Based Approaches for More Expressiveness in Unsupervised Graph Alignment,https://arxiv.org/abs/2406.13216,2024-06-19,2024-06-21
Neural Residual Diffusion Models for Deep Scalable Vision Generation,https://arxiv.org/abs/2406.13215,2024-06-19,2024-06-21
Self-Explainable Temporal Graph Networks based on Graph Information Bottleneck,https://arxiv.org/abs/2406.13214,2024-06-19,2024-06-21
Multi-Meta-RAG - Improving RAG for Multi-Hop Queries using Database Filtering with LLM-Extracted Metadata,https://arxiv.org/abs/2406.13213,2024-06-19,2024-06-21
Toward Structure Fairness in Dynamic Graph Embedding - A Trend-aware Dual Debiasing Approach,https://arxiv.org/abs/2406.13201,2024-06-19,2024-06-21
RobGC - Towards Robust Graph Condensation,https://arxiv.org/abs/2406.13200,2024-06-19,2024-06-21
Learning Translations via Matrix Completion,https://arxiv.org/abs/2406.13195,2024-06-19,2024-06-21
PRESTO - Progressive Pretraining Enhances Synthetic Chemistry Outcomes,https://arxiv.org/abs/2406.13193,2024-06-19,2024-06-21
Synthetic Context Generation for Question Generation,https://arxiv.org/abs/2406.13188,2024-06-19,2024-06-21
Boosting Consistency in Dual Training for Long-Tailed Semi-Supervised Learning,https://arxiv.org/abs/2406.13187,2024-06-19,2024-06-21
Learnable In-Context Vector for Visual Question Answering,https://arxiv.org/abs/2406.13185,2024-06-19,2024-06-21
Communication-Efficient and Privacy-Preserving Decentralized Meta-Learning,https://arxiv.org/abs/2406.13183,2024-06-19,2024-06-21
Locating and Extracting Relational Concepts in Large Language Models,https://arxiv.org/abs/2406.13184,2024-06-19,2024-06-21
Sparse High Rank Adapters,https://arxiv.org/abs/2406.13175,2024-06-19,2024-06-21
Amphista - Accelerate LLM Inference with Bi-directional Multiple Drafting Heads in a Non-autoregressive Style,https://arxiv.org/abs/2406.13170,2024-06-19,2024-06-21
QRMeM - Unleash the Length Limitation through Question then Reflection Memory Mechanism,https://arxiv.org/abs/2406.13167,2024-06-19,2024-06-21
Enhancing supply chain security with automated machine learning,https://arxiv.org/abs/2406.13166,2024-06-19,2024-06-21
LLMatDesign - Autonomous Materials Discovery with Large Language Models,https://arxiv.org/abs/2406.13163,2024-06-19,2024-06-21
APPL - A Prompt Programming Language for Harmonious Integration of Programs and Large Language Model Prompts,https://arxiv.org/abs/2406.13161,2024-06-19,2024-06-21
Convolutional Kolmogorov-Arnold Networks,https://arxiv.org/abs/2406.13155,2024-06-19,2024-06-21
Conditional score-based diffusion models for solving inverse problems in mechanics,https://arxiv.org/abs/2406.13154,2024-06-19,2024-06-21
von Mises Quasi-Processes for Bayesian Circular Regression,https://arxiv.org/abs/2406.13151,2024-06-19,2024-06-21
A Simulation Environment for the Neuroevolution of Ant Colony Dynamics,https://arxiv.org/abs/2406.13147,2024-06-19,2024-06-21
Constructing and Evaluating Digital Twins - An Intelligent Framework for DT Development,https://arxiv.org/abs/2406.13145,2024-06-19,2024-06-21
DialSim - A Real-Time Simulator for Evaluating Long-Term Dialogue Understanding of Conversational Agents,https://arxiv.org/abs/2406.13144,2024-06-19,2024-06-21
Large Language Models are Biased Because They Are Large Language Models,https://arxiv.org/abs/2406.13138,2024-06-19,2024-06-21
Efficient Sharpness-Aware Minimization for Molecular Graph Transformer Models,https://arxiv.org/abs/2406.13137,2024-06-19,2024-06-21
PathoLM - Identifying pathogenicity from the DNA sequence through the Genome Foundation Model,https://arxiv.org/abs/2406.13133,2024-06-19,2024-06-21
When Parts are Greater Than Sums - Individual LLM Components Can Outperform Full Models,https://arxiv.org/abs/2406.13131,2024-06-19,2024-06-21
Advancing Retail Data Science - Comprehensive Evaluation of Synthetic Data,https://arxiv.org/abs/2406.13130,2024-06-19,2024-06-21
A New Approach for Evaluating and Improving the Performance of Segmentation Algorithms on Hard-to-Detect Blood Vessels,https://arxiv.org/abs/2406.13128,2024-06-19,2024-06-21
Oralytics Reinforcement Learning Algorithm,https://arxiv.org/abs/2406.13127,2024-06-19,2024-06-21
A Unified Framework for Combinatorial Optimization Based on Graph Neural Networks,https://arxiv.org/abs/2406.13125,2024-06-19,2024-06-21
Learning to Generate Answers with Citations via Factual Consistency Models,https://arxiv.org/abs/2406.13124,2024-06-19,2024-06-21
ViLCo-Bench - VIdeo Language COntinual learning Benchmark,https://arxiv.org/abs/2406.13123,2024-06-19,2024-06-21
"Can Long-Context Language Models Subsume Retrieval, RAG, SQL, and More?",https://arxiv.org/abs/2406.13121,2024-06-19,2024-06-21
Multi-Stage Balanced Distillation - Addressing Long-Tail Challenges in Sequence-Level Knowledge Distillation,https://arxiv.org/abs/2406.13114,2024-06-19,2024-06-21
Nutmeg and SPICE - Models and Data for Biomolecular Machine Learning,https://arxiv.org/abs/2406.13112,2024-06-18,2024-06-21
A Generic Method for Fine-grained Category Discovery in Natural Language Texts,https://arxiv.org/abs/2406.13103,2024-06-18,2024-06-21
